hid,size,occupants,race
4179,7,"[13587, 34057, 21877, 34822, 30858, 29514, 2778]",Hispanic
4180,2,"[8246, 33355]",Hispanic
4181,2,"[44062, 36907]",Hispanic
4182,2,"[36628, 35124]",Hispanic
4183,1,[10818],Hispanic
4184,2,"[1782, 32874]",Hispanic
4185,2,"[5260, 38954]",Hispanic
4186,5,"[15976, 2864, 22318, 5989, 36809]",Hispanic
4187,2,"[4418, 42497]",Hispanic
4188,2,"[33276, 35459]",Hispanic
4189,2,"[20861, 35177]",Hispanic
4190,2,"[42893, 42263]",Hispanic
4191,1,[32722],Hispanic
4192,1,[522],Hispanic
4193,6,"[24772, 30509, 24381, 4158, 28774, 17245]",Hispanic
4194,3,"[29760, 39086, 28127]",Hispanic
4195,4,"[28276, 11645, 6688, 11225]",Hispanic
4196,1,[38090],Hispanic
4197,2,"[20520, 22277]",Hispanic
4198,1,[21450],Hispanic
4199,3,"[12786, 6882, 15194]",Hispanic
4200,4,"[27387, 2346, 41212, 44225]",Hispanic
4201,3,"[26216, 34628, 42836]",Hispanic
4202,2,"[21079, 8335]",Hispanic
4203,4,"[40083, 11439, 8337, 21949]",Hispanic
4204,4,"[1772, 8799, 36257, 6802]",Hispanic
4205,1,[7414],Hispanic
4206,1,[2929],Hispanic
4207,2,"[30066, 25118]",Hispanic
4208,4,"[21470, 43075, 42807, 43324]",Hispanic
4209,3,"[39846, 27434, 23244]",Hispanic
4210,2,"[3579, 16122]",Hispanic
4211,3,"[38343, 3115, 19447]",Hispanic
4212,1,[17564],Hispanic
4213,1,[36039],Hispanic
4214,1,[38261],Hispanic
4215,2,"[30037, 5127]",Hispanic
4216,2,"[41102, 29605]",Hispanic
4217,3,"[4296, 13194, 27648]",Hispanic
4218,2,"[16595, 797]",Hispanic
4219,6,"[19431, 8821, 13848, 37181, 31063, 31285]",Hispanic
4220,4,"[30136, 36392, 6856, 3403]",Hispanic
4221,4,"[44237, 29988, 28685, 35335]",Hispanic
4222,2,"[24190, 6231]",Hispanic
4223,2,"[10377, 35428]",Hispanic
4224,2,"[9756, 26106]",Hispanic
4225,4,"[13576, 2290, 37015, 40435]",Hispanic
4226,1,[23842],Hispanic
4227,4,"[24032, 13719, 43706, 6998]",Hispanic
4228,3,"[14709, 7159, 25679]",Hispanic
4229,1,[11033],Hispanic
4230,5,"[12303, 14171, 35695, 2026, 38179]",Hispanic
4231,2,"[10066, 18226]",Hispanic
4232,1,[40071],Hispanic
4233,3,"[21884, 35897, 15974]",Hispanic
4234,2,"[20202, 16040]",Hispanic
4235,2,"[17450, 18646]",Hispanic
4236,4,"[19119, 33614, 33650, 39822]",Hispanic
4237,2,"[6936, 29744]",Hispanic
4238,2,"[11951, 39887]",Hispanic
4239,2,"[23030, 14888]",Hispanic
4240,3,"[37144, 13081, 41588]",Hispanic
4241,1,[34046],Hispanic
4242,4,"[4307, 39212, 19932, 41610]",Hispanic
4243,2,"[12994, 14375]",Hispanic
4244,2,"[2551, 24692]",Hispanic
4245,3,"[12248, 11693, 34472]",Hispanic
4246,6,"[14971, 117, 4354, 23576, 33885, 26151]",Hispanic
4247,4,"[13872, 41787, 911, 11370]",Hispanic
4248,1,[11393],Hispanic
4249,4,"[24060, 36852, 10809, 12801]",Hispanic
4250,1,[37268],Hispanic
4251,2,"[10839, 13311]",Hispanic
4252,2,"[6654, 10372]",Hispanic
4253,2,"[19756, 9518]",Hispanic
4254,3,"[32307, 24320, 22840]",Hispanic
4255,1,[14949],Hispanic
4256,4,"[38794, 35311, 1797, 17026]",Hispanic
4257,3,"[6296, 5227, 30405]",Hispanic
4258,2,"[11930, 3499]",Hispanic
4259,4,"[20575, 426, 43311, 36603]",Hispanic
4260,4,"[36170, 9723, 13369, 17109]",Hispanic
4261,3,"[43326, 22975, 22682]",Hispanic
4262,2,"[42416, 43725]",Hispanic
4263,3,"[18183, 13891, 39155]",Hispanic
4264,2,"[7068, 18162]",Hispanic
4265,1,[40481],Hispanic
4266,3,"[26115, 41613, 19717]",Hispanic
4267,1,[23010],Hispanic
4268,1,[37965],Hispanic
4269,1,[30005],Hispanic
4270,6,"[17774, 38902, 42641, 3247, 20251, 22766]",Hispanic
4271,2,"[977, 2438]",Hispanic
4272,6,"[20375, 40589, 31381, 14297, 4818, 39354]",Hispanic
4273,1,[38243],Hispanic
4274,2,"[2009, 38434]",Hispanic
4275,1,[2885],Hispanic
4276,2,"[37198, 30935]",Hispanic
4277,1,[43773],Hispanic
4278,2,"[30617, 38387]",Hispanic
4279,1,[33174],Hispanic
4280,1,[6402],Hispanic
4281,1,[16442],Hispanic
4282,3,"[11875, 665, 20634]",Hispanic
4283,3,"[27292, 16301, 29596]",Hispanic
4284,1,[5657],Hispanic
4285,2,"[42358, 35224]",Hispanic
4286,1,[5348],Hispanic
4287,1,[29606],Hispanic
4288,3,"[6430, 14828, 35495]",Hispanic
4289,1,[2871],Hispanic
4290,1,[39848],Hispanic
4291,1,[39725],Hispanic
4292,2,"[21097, 27560]",Hispanic
4293,3,"[21257, 40370, 30876]",Hispanic
4294,2,"[20890, 37912]",Hispanic
4295,3,"[20193, 20919, 42867]",Hispanic
4296,1,[38396],Hispanic
4297,2,"[25910, 18030]",Hispanic
4298,1,[29794],Hispanic
4299,1,[16953],Hispanic
4300,1,[40182],Hispanic
4301,4,"[3107, 4511, 35147, 7308]",Hispanic
4302,4,"[29370, 11199, 24727, 30922]",Hispanic
4303,3,"[2998, 14206, 352]",Hispanic
4304,5,"[42508, 42617, 40067, 5136, 3038]",Hispanic
4305,2,"[38367, 19407]",Hispanic
4306,2,"[43876, 41868]",Hispanic
4307,2,"[3079, 36543]",Hispanic
4308,1,[2805],Hispanic
4309,6,"[5951, 8219, 22779, 4795, 28015, 7321]",Hispanic
4310,5,"[36094, 1549, 22452, 36532, 21982]",Hispanic
4311,2,"[23210, 14597]",Hispanic
4312,1,[28851],Hispanic
4313,2,"[13495, 10720]",Hispanic
4314,2,"[28206, 11778]",Hispanic
4315,5,"[12742, 39642, 37366, 31725, 22184]",Hispanic
4316,3,"[31897, 43528, 28899]",Hispanic
4317,2,"[10441, 26161]",Hispanic
4318,2,"[31147, 26475]",Hispanic
4319,1,[28005],Hispanic
4320,3,"[37593, 7914, 35740]",Hispanic
4321,2,"[25376, 31201]",Hispanic
4322,5,"[16593, 11952, 31625, 15498, 341]",Hispanic
4323,1,[16486],Hispanic
4324,5,"[20356, 32356, 24830, 15963, 22910]",Hispanic
4325,4,"[6545, 7741, 40289, 6764]",Hispanic
4326,2,"[23578, 16642]",Hispanic
4327,3,"[16338, 12320, 21914]",Hispanic
4328,1,[29550],Hispanic
4329,2,"[26657, 43568]",Hispanic
4330,4,"[8267, 11064, 15028, 18152]",Hispanic
4331,2,"[15918, 33006]",Hispanic
4332,2,"[17008, 7799]",Hispanic
4333,3,"[6502, 14873, 4240]",Hispanic
4334,1,[37909],Hispanic
4335,3,"[7763, 8526, 19152]",Hispanic
4336,2,"[4168, 16725]",Hispanic
4337,4,"[40996, 4984, 1520, 36401]",Hispanic
4338,1,[9923],Hispanic
4339,2,"[18316, 26560]",Hispanic
4340,6,"[37286, 22954, 6344, 36710, 24420, 22287]",Hispanic
4341,2,"[3712, 25874]",Hispanic
4342,4,"[16354, 12441, 36455, 23523]",Hispanic
4343,2,"[2942, 25852]",Hispanic
4344,2,"[41920, 6872]",Hispanic
4345,3,"[36925, 35452, 12239]",Hispanic
4346,2,"[16794, 12251]",Hispanic
4347,1,[17879],Hispanic
4348,2,"[23481, 41359]",Hispanic
4349,6,"[15616, 32636, 43198, 14385, 20926, 6077]",Hispanic
4350,3,"[18767, 10355, 10445]",Hispanic
4351,3,"[3768, 40363, 38368]",Hispanic
4352,1,[44181],Hispanic
4353,5,"[30588, 24811, 1373, 40077, 9444]",Hispanic
4354,4,"[42968, 20062, 28128, 43367]",Hispanic
4355,2,"[11297, 29157]",Hispanic
4356,1,[10703],Hispanic
4357,3,"[40095, 27369, 20245]",Hispanic
4358,2,"[15470, 10606]",Hispanic
4359,2,"[34502, 43741]",Hispanic
4360,1,[14862],Hispanic
4361,3,"[35549, 9, 34607]",Hispanic
4362,3,"[19859, 13058, 22799]",Hispanic
4363,6,"[44195, 40678, 8296, 44393, 41198, 369]",Hispanic
4364,1,[32257],Hispanic
4365,1,[24502],Hispanic
4366,4,"[16817, 14647, 31831, 38892]",Hispanic
4367,3,"[7610, 43867, 43906]",Hispanic
4368,2,"[21536, 15817]",Hispanic
4369,2,"[28055, 806]",Hispanic
4370,3,"[42941, 42608, 28252]",Hispanic
4371,2,"[42996, 25243]",Hispanic
4372,4,"[3507, 4747, 43632, 7921]",Hispanic
4373,3,"[30466, 41479, 17746]",Hispanic
4374,1,[38060],Hispanic
4375,2,"[27624, 30810]",Hispanic
4376,4,"[18924, 3490, 38807, 3043]",Hispanic
4377,2,"[41145, 17103]",Hispanic
4378,1,[8626],Hispanic
4379,2,"[33250, 17390]",Hispanic
4380,4,"[10353, 489, 33883, 10263]",Hispanic
4381,3,"[34116, 23500, 43234]",Hispanic
4382,2,"[14737, 42335]",Hispanic
4383,1,[434],Hispanic
4384,1,[34926],Hispanic
4385,1,[43099],Hispanic
4386,1,[8433],Hispanic
4387,2,"[2687, 9537]",Hispanic
4388,2,"[22237, 8515]",Hispanic
4389,2,"[23919, 28343]",Hispanic
4390,1,[37171],Hispanic
4391,2,"[11657, 33093]",Hispanic
4392,1,[33080],Hispanic
4393,3,"[26331, 35969, 13049]",Hispanic
4394,1,[10653],Hispanic
4395,2,"[30491, 14285]",Hispanic
4396,3,"[12291, 22807, 4534]",Hispanic
4397,4,"[43899, 9355, 2641, 4308]",Hispanic
4398,4,"[19751, 13616, 9232, 38436]",Hispanic
4399,1,[7909],Hispanic
4400,2,"[15782, 42134]",Hispanic
4401,4,"[13512, 28308, 15693, 28137]",Hispanic
4402,1,[39450],Hispanic
4403,1,[42833],Hispanic
4404,3,"[22538, 37193, 39870]",Hispanic
4405,1,[16959],Hispanic
4406,4,"[15791, 34287, 23278, 9879]",Hispanic
4407,7,"[14151, 35194, 41339, 1740, 3343, 42387, 7797]",Hispanic
4408,2,"[3630, 26663]",Hispanic
4409,2,"[22387, 43922]",Hispanic
4410,5,"[24831, 33902, 20476, 22108, 39507]",Hispanic
4411,3,"[36969, 27642, 35155]",Hispanic
4412,2,"[14767, 23479]",Hispanic
4413,1,[12685],Hispanic
4414,1,[11791],Hispanic
4415,1,[31270],Hispanic
4416,2,"[1086, 25957]",Hispanic
4417,2,"[31497, 9079]",Hispanic
4418,1,[23288],Hispanic
4419,4,"[2464, 27059, 24079, 649]",Hispanic
4420,3,"[39093, 17840, 29298]",Hispanic
4421,3,"[7071, 31342, 2004]",Hispanic
4422,1,[5448],Hispanic
4423,2,"[2598, 42865]",Hispanic
4424,1,[31935],Hispanic
4425,4,"[11014, 35215, 26026, 42913]",Hispanic
4426,2,"[2350, 11885]",Hispanic
4427,4,"[20791, 22513, 24511, 15241]",Hispanic
4428,1,[8074],Hispanic
4429,4,"[2806, 7089, 18438, 6000]",Hispanic
4430,6,"[11117, 17098, 42634, 42955, 24154, 7565]",Hispanic
4431,2,"[32779, 16]",Hispanic
4432,1,[26385],Hispanic
4433,7,"[21997, 10780, 7983, 35339, 35236, 27477, 22092]",Hispanic
4434,2,"[4119, 32022]",Hispanic
4435,2,"[38995, 39783]",Hispanic
4436,1,[35489],Hispanic
4437,4,"[22680, 11478, 13355, 16057]",Hispanic
4438,4,"[4958, 23106, 22430, 29558]",Hispanic
4439,3,"[1954, 25472, 35277]",Hispanic
4440,3,"[43478, 13921, 13882]",Hispanic
4441,2,"[14187, 7925]",Hispanic
4442,2,"[13217, 19143]",Hispanic
4443,1,[30891],Hispanic
4444,5,"[20164, 18666, 3565, 3691, 4118]",Hispanic
4445,5,"[31576, 4382, 41454, 44030, 6343]",Hispanic
4446,1,[43357],Hispanic
4447,2,"[43694, 30638]",Hispanic
4448,2,"[7310, 6492]",Hispanic
4449,2,"[8313, 13662]",Hispanic
4450,1,[12877],Hispanic
4451,5,"[26534, 5074, 1590, 7894, 39655]",Hispanic
4452,2,"[41709, 39577]",Hispanic
4453,5,"[37577, 15368, 1101, 41356, 14133]",Hispanic
4454,1,[5731],Hispanic
4455,1,[6603],Hispanic
4456,1,[11536],Hispanic
4457,1,[15124],Hispanic
4458,3,"[10248, 29600, 20028]",Hispanic
4459,2,"[16391, 2034]",Hispanic
4460,5,"[4848, 40023, 35183, 13374, 42492]",Hispanic
4461,1,[26014],Hispanic
4462,4,"[32987, 10411, 35139, 36660]",Hispanic
4463,2,"[24233, 35295]",Hispanic
4464,1,[19551],Hispanic
4465,1,[3061],Hispanic
4466,7,"[9316, 35053, 10017, 34176, 30163, 42171, 8574]",Hispanic
4467,1,[15330],Hispanic
4468,2,"[3060, 6259]",Hispanic
4469,6,"[37296, 17865, 36574, 18039, 34400, 36838]",Hispanic
4470,1,[33558],Hispanic
4471,2,"[9933, 28310]",Hispanic
4472,2,"[5564, 852]",Hispanic
4473,4,"[20181, 39676, 10915, 7476]",Hispanic
4474,4,"[5318, 18338, 7147, 18428]",Hispanic
4475,2,"[2770, 9432]",Hispanic
4476,2,"[16934, 13234]",Hispanic
4477,2,"[6752, 21567]",Hispanic
4478,4,"[17097, 11633, 8450, 44040]",Hispanic
4479,1,[18392],Hispanic
4480,5,"[27407, 35764, 43469, 24990, 11438]",Hispanic
4481,1,[23953],Hispanic
4482,3,"[33951, 33601, 9914]",Hispanic
4483,1,[29934],Hispanic
4484,3,"[5057, 41923, 22209]",Hispanic
4485,2,"[42602, 20216]",Hispanic
4486,4,"[16457, 39845, 11188, 43290]",Hispanic
4487,7,"[33351, 3567, 28293, 33126, 33343, 20084, 25832]",Hispanic
4488,1,[36120],Hispanic
4489,2,"[4019, 18336]",Hispanic
4490,2,"[14844, 29466]",Hispanic
4491,2,"[34254, 41407]",Hispanic
4492,1,[22101],Hispanic
4493,7,"[23192, 22867, 42458, 25963, 4079, 24458, 11832]",Hispanic
4494,1,[33173],Hispanic
4495,1,[37541],Hispanic
4496,5,"[614, 27105, 31444, 43731, 16430]",Hispanic
4497,2,"[7962, 15873]",Hispanic
4498,2,"[21583, 36657]",Hispanic
4499,1,[10718],Hispanic
4500,1,[4190],Hispanic
4501,1,[28820],Hispanic
4502,1,[18676],Hispanic
4503,3,"[24913, 42314, 8161]",Hispanic
4504,1,[9321],Hispanic
4505,2,"[26084, 38389]",Hispanic
4506,3,"[19618, 17000, 30215]",Hispanic
4507,4,"[16566, 950, 18017, 36330]",Hispanic
4508,2,"[31399, 25174]",Hispanic
4509,1,[5915],Hispanic
4510,2,"[1939, 14733]",Hispanic
4511,3,"[16388, 41745, 27782]",Hispanic
4512,3,"[43331, 383, 12730]",Hispanic
4513,5,"[32803, 19872, 20226, 3386, 1335]",Hispanic
4514,1,[37861],Hispanic
4515,2,"[3968, 22610]",Hispanic
4516,2,"[7208, 16584]",Hispanic
4517,2,"[24793, 3723]",Hispanic
4518,1,[43679],Hispanic
4519,1,[5985],Hispanic
4520,5,"[35130, 41312, 10389, 5017, 8403]",Hispanic
4521,2,"[17833, 8620]",Hispanic
4522,3,"[25705, 29980, 14119]",Hispanic
4523,5,"[34229, 30440, 1088, 21605, 3294]",Hispanic
4524,4,"[15958, 16368, 28311, 39868]",Hispanic
4525,1,[40972],Hispanic
4526,6,"[25073, 17936, 27097, 16316, 3999, 22833]",Hispanic
4527,1,[18197],Hispanic
4528,1,[34828],Hispanic
4529,1,[12196],Hispanic
4530,2,"[1068, 7390]",Hispanic
4531,2,"[36612, 42922]",Hispanic
4532,4,"[43628, 6029, 37169, 2225]",Hispanic
4533,4,"[21274, 20200, 7617, 41968]",Hispanic
4534,2,"[18286, 12207]",Hispanic
4535,5,"[7808, 13071, 23914, 29257, 17006]",Hispanic
4536,2,"[9816, 24823]",Hispanic
4537,1,[33980],Hispanic
4538,2,"[11774, 29061]",Hispanic
4539,1,[34770],Hispanic
4540,1,[19453],Hispanic
4541,1,[25787],Hispanic
4542,2,"[5426, 2412]",Hispanic
4543,6,"[5292, 473, 27348, 18772, 15129, 11964]",Hispanic
4544,3,"[7050, 1646, 23237]",Hispanic
4545,3,"[16353, 32957, 12443]",Hispanic
4546,4,"[10162, 10696, 41395, 24149]",Hispanic
4547,1,[41573],Hispanic
4548,2,"[2048, 19361]",Hispanic
4549,5,"[28848, 11656, 1005, 7993, 42403]",Hispanic
4550,2,"[25620, 26940]",Hispanic
4551,5,"[33410, 15078, 23390, 3248, 44235]",Hispanic
4552,4,"[33380, 30748, 40898, 11353]",Hispanic
4553,1,[41816],Hispanic
4554,2,"[30033, 23943]",Hispanic
4555,2,"[19936, 17582]",Hispanic
4556,1,[23844],Hispanic
4557,2,"[11662, 19581]",Hispanic
4558,1,[18006],Hispanic
4559,1,[30540],Hispanic
4560,2,"[33313, 2576]",Hispanic
4561,2,"[29346, 34171]",Hispanic
4562,4,"[33245, 17148, 21836, 17154]",Hispanic
4563,2,"[16095, 7940]",Hispanic
4564,2,"[21766, 30088]",Hispanic
4565,2,"[32554, 26879]",Hispanic
4566,5,"[23974, 38337, 19570, 13632, 15877]",Hispanic
4567,2,"[17439, 44309]",Hispanic
4568,2,"[12697, 18331]",Hispanic
4569,2,"[33858, 5547]",Hispanic
4570,4,"[21610, 42153, 39449, 8763]",Hispanic
4571,4,"[24829, 22337, 30189, 18655]",Hispanic
4572,2,"[16148, 13955]",Hispanic
4573,1,[13862],Hispanic
4574,5,"[32404, 536, 32371, 23141, 11792]",Hispanic
4575,2,"[2482, 40429]",Hispanic
4576,2,"[2699, 20717]",Hispanic
4577,2,"[7642, 34735]",Hispanic
4578,7,"[20948, 6779, 32860, 17488, 1346, 8966, 31770]",Hispanic
4579,1,[4760],Hispanic
4580,1,[8643],Hispanic
4581,3,"[34884, 17980, 7426]",Hispanic
4582,5,"[35457, 30756, 17292, 6572, 37165]",Hispanic
4583,2,"[1483, 11175]",Hispanic
4584,2,"[23863, 22102]",Hispanic
4585,2,"[10208, 2690]",Hispanic
4586,4,"[10056, 22056, 16571, 26507]",Hispanic
4587,2,"[20146, 25351]",Hispanic
4588,1,[20914],Hispanic
4589,1,[14283],Hispanic
4590,3,"[31749, 158, 8053]",Hispanic
4591,3,"[15924, 124, 37447]",Hispanic
4592,2,"[39052, 1776]",Hispanic
4593,5,"[29806, 3024, 32323, 42373, 25719]",Hispanic
4594,4,"[34673, 24577, 4018, 15393]",Hispanic
4595,2,"[2615, 27009]",Hispanic
4596,2,"[28802, 32302]",Hispanic
4597,4,"[19548, 24827, 9697, 8485]",Hispanic
4598,2,"[21554, 37860]",Hispanic
4599,2,"[17316, 1263]",Hispanic
4600,5,"[18103, 15280, 35966, 28519, 14719]",Hispanic
4601,2,"[28319, 24310]",Hispanic
4602,2,"[44031, 28404]",Hispanic
4603,1,[28475],Hispanic
4604,2,"[41287, 6456]",Hispanic
4605,1,[42509],Hispanic
4606,4,"[40782, 12777, 37030, 33421]",Hispanic
4607,1,[18121],Hispanic
4608,6,"[16033, 21443, 4171, 4089, 39722, 34820]",Hispanic
4609,4,"[12789, 43265, 16346, 3019]",Hispanic
4610,1,[2379],Hispanic
4611,2,"[30216, 31409]",Hispanic
4612,2,"[32284, 12817]",Hispanic
4613,4,"[11181, 4855, 23891, 5810]",Hispanic
4614,2,"[43909, 21903]",Hispanic
4615,7,"[7933, 24239, 1436, 27444, 10925, 163, 42746]",Hispanic
4616,4,"[1577, 21773, 28180, 729]",Hispanic
4617,1,[42357],Hispanic
4618,1,[6169],Hispanic
4619,3,"[25856, 29911, 17134]",Hispanic
4620,3,"[40329, 41269, 37440]",Hispanic
4621,3,"[15766, 19552, 39256]",Hispanic
4622,3,"[18004, 9134, 43675]",Hispanic
4623,2,"[25358, 11616]",Hispanic
4624,2,"[38774, 7532]",Hispanic
4625,2,"[10113, 40398]",Hispanic
4626,7,"[23986, 4922, 24603, 29626, 28154, 27783, 26640]",Hispanic
4627,3,"[23488, 36515, 12403]",Hispanic
4628,2,"[22968, 31829]",Hispanic
4629,2,"[2139, 40006]",Hispanic
4630,3,"[14800, 27345, 20138]",Hispanic
4631,4,"[43345, 28736, 2504, 23470]",Hispanic
4632,1,[1701],Hispanic
4633,1,[43369],Hispanic
4634,5,"[259, 14820, 2790, 18104, 28429]",Hispanic
4635,2,"[21074, 34696]",Hispanic
4636,2,"[34334, 27337]",Hispanic
4637,1,[11887],Hispanic
4638,1,[42879],Hispanic
4639,1,[13228],Hispanic
4640,2,"[14594, 19682]",Hispanic
4641,2,"[24757, 29005]",Hispanic
4642,7,"[8826, 20753, 44011, 8519, 9706, 24341, 36337]",Hispanic
4643,4,"[17723, 25427, 39383, 935]",Hispanic
4644,2,"[22417, 6289]",Hispanic
4645,2,"[4309, 33059]",Hispanic
4646,2,"[1429, 14902]",Hispanic
4647,2,"[23520, 14847]",Hispanic
4648,4,"[22030, 20656, 39454, 7035]",Hispanic
4649,2,"[7274, 44314]",Hispanic
4650,2,"[17486, 34862]",Hispanic
4651,1,[8321],Hispanic
4652,3,"[1492, 3593, 30693]",Hispanic
4653,2,"[21885, 32973]",Hispanic
4654,1,[13280],Hispanic
4655,2,"[35711, 4714]",Hispanic
4656,2,"[33392, 41810]",Hispanic
4657,2,"[37850, 1184]",Hispanic
4658,1,[5953],Hispanic
4659,4,"[28359, 31615, 36360, 36129]",Hispanic
4660,1,[36246],Hispanic
4661,2,"[24199, 22567]",Hispanic
4662,5,"[13524, 36499, 39058, 40265, 28651]",Hispanic
4663,4,"[30507, 28080, 30839, 10529]",Hispanic
4664,2,"[43556, 10282]",Hispanic
4665,1,[34917],Hispanic
4666,5,"[21576, 2016, 14205, 29127, 32802]",Hispanic
4667,1,[15352],Hispanic
4668,2,"[15866, 22677]",Hispanic
4669,3,"[11497, 15928, 16066]",Hispanic
4670,1,[34618],Hispanic
4671,4,"[22468, 16848, 16641, 14561]",Hispanic
4672,4,"[23206, 38482, 25716, 25010]",Hispanic
4673,1,[35919],Hispanic
4674,4,"[19512, 27164, 37869, 10514]",Hispanic
4675,2,"[39931, 41002]",Hispanic
4676,3,"[39689, 39799, 35797]",Hispanic
4677,5,"[36098, 11924, 12846, 15929, 24058]",Hispanic
4678,1,[10302],Hispanic
4679,1,[44523],Hispanic
4680,3,"[5921, 15060, 8079]",Hispanic
4681,4,"[37521, 8347, 40870, 17802]",Hispanic
4682,2,"[13192, 43125]",Hispanic
4683,3,"[9006, 1257, 20684]",Hispanic
4684,1,[25822],Hispanic
4685,1,[11598],Hispanic
4686,3,"[7352, 16913, 8257]",Hispanic
4687,2,"[30038, 11534]",Hispanic
4688,1,[14743],Hispanic
4689,2,"[15548, 38557]",Hispanic
4690,4,"[6698, 33838, 33846, 32693]",Hispanic
4691,1,[17313],Hispanic
4692,6,"[44316, 19961, 26450, 10914, 32181, 8695]",Hispanic
4693,4,"[2909, 15392, 19287, 22032]",Hispanic
4694,1,[8062],Hispanic
4695,1,[11144],Hispanic
4696,3,"[7410, 34193, 34010]",Hispanic
4697,3,"[43346, 2209, 27863]",Hispanic
4698,1,[29870],Hispanic
4699,2,"[12842, 15438]",Hispanic
4700,2,"[42667, 25496]",Hispanic
4701,2,"[17487, 11191]",Hispanic
4702,2,"[44358, 13045]",Hispanic
4703,4,"[34600, 17974, 28675, 36327]",Hispanic
4704,1,[13991],Hispanic
4705,4,"[16414, 27539, 13609, 15698]",Hispanic
4706,3,"[30197, 17303, 10461]",Hispanic
4707,2,"[12139, 3468]",Hispanic
4708,2,"[44489, 40007]",Hispanic
4709,1,[36190],Hispanic
4710,3,"[16880, 2320, 43238]",Hispanic
4711,2,"[8511, 26358]",Hispanic
4712,3,"[21323, 25031, 22465]",Hispanic
4713,2,"[27542, 43565]",Hispanic
4714,4,"[12938, 7817, 16433, 4741]",Hispanic
4715,2,"[2461, 39439]",Hispanic
4716,5,"[3836, 1524, 22893, 34022, 36782]",Hispanic
4717,3,"[23256, 22655, 4553]",Hispanic
4718,1,[14613],Hispanic
4719,2,"[3865, 17887]",Hispanic
4720,1,[44047],Hispanic
4721,1,[24576],Hispanic
4722,1,[39291],Hispanic
4723,2,"[2218, 35671]",Hispanic
4724,4,"[7822, 29587, 2223, 3357]",Hispanic
4725,1,[40211],Hispanic
4726,3,"[36336, 40764, 5518]",Hispanic
4727,3,"[11884, 26190, 39195]",Hispanic
4728,3,"[18911, 32555, 6702]",Hispanic
4729,1,[5832],Hispanic
4730,2,"[42997, 7531]",Hispanic
4731,2,"[11232, 32827]",Hispanic
4732,2,"[41972, 42940]",Hispanic
4733,2,"[22232, 8614]",Hispanic
4734,1,[33540],Hispanic
4735,4,"[30076, 39297, 6676, 21600]",Hispanic
4736,3,"[31810, 16608, 34459]",Hispanic
4737,2,"[36485, 7979]",Hispanic
4738,3,"[28708, 31297, 42331]",Hispanic
4739,2,"[33891, 3503]",Hispanic
4740,2,"[23510, 8586]",Hispanic
4741,2,"[8774, 1961]",Hispanic
4742,1,[44445],Hispanic
4743,1,[25589],Hispanic
4744,4,"[2846, 31796, 20831, 1311]",Hispanic
4745,1,[15151],Hispanic
4746,2,"[11286, 21904]",Hispanic
4747,1,[13978],Hispanic
4748,2,"[26073, 44008]",Hispanic
4749,2,"[39124, 26085]",Hispanic
4750,1,[41022],Hispanic
4751,1,[18787],Hispanic
4752,2,"[38981, 28699]",Hispanic
4753,2,"[28585, 29845]",Hispanic
4754,3,"[23855, 15181, 38428]",Hispanic
4755,4,"[12996, 33167, 9684, 4143]",Hispanic
4756,1,[10706],Hispanic
4757,5,"[14605, 25540, 15051, 6087, 9271]",Hispanic
4758,2,"[41725, 23564]",Hispanic
4759,2,"[30193, 257]",Hispanic
4760,4,"[23183, 34054, 5650, 2092]",Hispanic
4761,5,"[18064, 29189, 15865, 23540, 17296]",Hispanic
4762,3,"[7841, 27194, 40507]",Hispanic
4763,3,"[20519, 5334, 5077]",Hispanic
4764,1,[20014],Hispanic
4765,3,"[33936, 40189, 36479]",Hispanic
4766,5,"[29943, 10651, 37660, 26529, 6007]",Hispanic
4767,5,"[4261, 23643, 21165, 17954, 3954]",Hispanic
4768,1,[23858],Hispanic
4769,3,"[6257, 27483, 23380]",Hispanic
4770,5,"[20268, 30574, 25156, 20457, 7366]",Hispanic
4771,1,[31514],Hispanic
4772,3,"[13138, 36492, 34539]",Hispanic
4773,1,[11967],Hispanic
4774,2,"[41566, 30275]",Hispanic
4775,1,[22008],Hispanic
4776,2,"[21812, 9629]",Hispanic
4777,4,"[18641, 41886, 1410, 5048]",Hispanic
4778,1,[4761],Hispanic
4779,2,"[17116, 11317]",Hispanic
4780,7,"[30447, 40185, 41313, 30373, 34874, 35880, 13051]",Hispanic
4781,2,"[33001, 13731]",Hispanic
4782,1,[4864],Hispanic
4783,5,"[15700, 37098, 13356, 31505, 33588]",Hispanic
4784,1,[23685],Hispanic
4785,3,"[35188, 11309, 2724]",Hispanic
4786,1,[22651],Hispanic
4787,1,[14879],Hispanic
4788,2,"[30861, 28079]",Hispanic
4789,1,[38563],Hispanic
4790,4,"[34317, 15895, 9624, 29278]",Hispanic
4791,1,[24222],Hispanic
4792,2,"[12885, 43430]",Hispanic
4793,4,"[43896, 43961, 4664, 36609]",Hispanic
4794,1,[6932],Hispanic
4795,4,"[27652, 8561, 35409, 2595]",Hispanic
4796,2,"[41406, 6312]",Hispanic
4797,4,"[44295, 30018, 25830, 33611]",Hispanic
4798,1,[2620],Hispanic
4799,3,"[35746, 22842, 28058]",Hispanic
4800,1,[37605],Hispanic
4801,5,"[36493, 10424, 14114, 22961, 23121]",Hispanic
4802,1,[29489],Hispanic
4803,4,"[39273, 33385, 35910, 30015]",Hispanic
